PlotID,SiteID,BlockID,LAT_WGS84,LONG_WGS84,StudyName,FID,Installation,PLOT,PlantDensityHa,Replicate,Culture,Treatment,ThinTreatment,PlotSizeHa,nd,YearMeas,MonthMeas,AgeMeas,WOODY,FOL,ROOT_FINE,ROOT_COARSE,TOTB,Nha,GEP,ET,Ctrans,Ctrans_H,WOODY_H,FOL_H,ROOT_H,LAI,LAI_H,LAI_TOTAL,FOL_PROD,FOL_PROD_H,FOL_PROD_TOTAL,ROOT_PROD_TOTAL,SI25m,SiteLAT_WGS84,SiteLONG_WGS84,BlockLAT_WGS84,BlockLONG_WGS84,MeasureLength,thin_flag,annual_mortality,ind_removed,ind_removed_prop,WSest_sd,WFest_sd,GEP_sd,ET_sd,Ctrans_sd,WRest_sd,Ctrans_H_sd
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1996,11,13.83333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1996,12,13.91666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.62,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1997,1,14,60.54,-99,-99,16.1,-99,1511.158994,-99,-99,-99,-99,8.04,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1997,2,14.08333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1997,3,14.16666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1997,4,14.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1997,5,14.33333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1997,6,14.41666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1997,7,14.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1997,8,14.58333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1997,9,14.66666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.26,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1997,10,14.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1997,11,14.83333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1997,12,14.91666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.88,1.26,4.14,0.58,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1998,1,15,69.38,-99,-99,18.14,-99,1511.158994,-99,-99,-99,-99,9.12,-99,-99,1.435483871,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,1,0.2826,-99,1998,2,15.08333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.355714286,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,1,0.2826,-99,1998,3,15.16666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.281935484,0.002258065,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,1,0.2826,-99,1998,4,15.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.239,0.884666667,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,1,0.2826,-99,1998,5,15.33333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.330322581,2.536774194,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,1,0.2826,-99,1998,6,15.41666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.552,2.519,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,1,0.2826,-99,1998,7,15.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.804193548,2.477741935,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,1,0.2826,-99,1998,8,15.58333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.923548387,2.381612903,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,1,0.2826,-99,1998,9,15.66666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.42,-99,1.905666667,2.198333333,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,1,0.2826,-99,1998,10,15.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.858709677,1.813870968,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,1,0.2826,-99,1998,11,15.83333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.633333333,0.422666667,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,1,0.2826,-99,1998,12,15.91666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.44483871,0,-99,2.7,1.42,4.12,0.58,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1999,1,16,80.86,-99,-99,20.58,-99,1491.654585,-99,-99,-99,-99,10.18,-99,-99,1.320322581,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1999,2,16.08333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.265357143,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1999,3,16.16666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.211290323,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1999,4,16.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.185333333,0.013666667,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1999,5,16.33333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.412258065,1.435483871,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1999,6,16.41666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.732333333,2.187666667,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1999,7,16.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.232258065,2.157741935,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1999,8,16.58333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.491290323,2.106129032,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1999,9,16.66666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.3,-99,2.388333333,2.009666667,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1999,10,16.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.286774194,1.605806452,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1999,11,16.83333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.001333333,0.332,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,1999,12,16.91666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.820967742,0,-99,3.54,1.3,4.84,2.16,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2000,1,17,94.64,-99,-99,23.64,-99,1491.654585,-99,-99,-99,-99,10.98,-99,-99,1.701935484,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2000,2,17.08333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.587241379,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2000,3,17.16666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.550645161,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2000,4,17.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.512,0.367,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2000,5,17.33333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.606451613,2.443870968,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2000,6,17.41666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.872,2.411,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2000,7,17.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.227419355,2.362258065,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2000,8,17.58333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.492580645,2.251612903,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2000,9,17.66666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.12,-99,2.585666667,1.962333333,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2000,10,17.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.533548387,1.350967742,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2000,11,17.83333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.159333333,0.148333333,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2000,12,17.91666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.856774194,0,-99,3.64,1.12,4.76,0.88,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,-99,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2001,1,18,104.86,-99,-99,25.88,-99,1473.444748,0.6007789,9.8957688,-99,-99,11.94,-99,-99,1.730967742,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,0.4822984,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2001,2,18.08333333,-99,-99,-99,-99,-99,-99,0.712348075,23.97841982,-99,-99,-99,-99,-99,1.688571429,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,0.4822984,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2001,3,18.16666667,-99,-99,-99,-99,-99,-99,1.25264918,34.64181506,-99,-99,-99,-99,-99,1.645806452,0.000645161,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,0.4822984,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2001,4,18.25,-99,-99,-99,-99,-99,-99,3.20811282,67.60310097,-99,-99,-99,-99,-99,1.607,0.659666667,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,0.4822984,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2001,5,18.33333333,-99,-99,-99,-99,-99,-99,6.058457151,93.74126941,-99,-99,-99,-99,-99,1.815806452,3.05,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,0.4822984,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2001,6,18.41666667,-99,-99,-99,-99,-99,-99,7.026222215,190.975224,-99,-99,-99,-99,-99,2.138666667,3.024666667,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,0.4822984,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2001,7,18.5,-99,-99,-99,-99,-99,-99,6.95623361,101.058159,-99,-99,-99,-99,-99,2.666129032,2.990645161,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,0.4822984,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2001,8,18.58333333,-99,-99,-99,-99,-99,-99,6.748540994,105.2940135,-99,-99,-99,-99,-99,2.967096774,2.920967742,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,0.4822984,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2001,9,18.66666667,-99,-99,-99,-99,-99,-99,4.64633967,71.53369273,-99,-99,-99,1.3,-99,2.891333333,2.715,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,0.4822984,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2001,10,18.75,-99,-99,-99,-99,-99,-99,5.436474244,52.061305,-99,-99,-99,-99,-99,2.652580645,1.568064516,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,0.4822984,15,-99,-99,-99
40001,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,1,0,C,0,0.2826,-99,2001,11,18.83333333,-99,-99,-99,-99,-99,-99,2.197288494,23.99227222,-99,-99,-99,-99,-99,2.262,0.218333333,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,1,0,0,0,-99,1,0.4822984,15,-99,-99,-99
